dev,address,district,sale_price,description,detail,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year,bedrooms,bathrooms,internal_area,floors,towers,year_built,has_elevator,has_parking,has_security,has_cctv,has_pool,has_sauna,has_gym,has_garden_bbq,has_playground,has_shop_on_premise,has_restaurant_on_premise,has_wifi,city_train_distance,express_way_distance,close_city_train,close_express_way
The Nest Ploenchit,"Soi Nai Loet, Lumphini, Pathum Wan, Bangkok 10110",Watthana,8000000.0,This Bangkok condo near BTS Ploenchit with 2 bedrooms is available now in The Nest Ploenchit condominium in Bangkok CBD,"this Bangkok apartment has a new furniture
good-sized living room with dining table
 2-bedroom
2-bathroom
balcony
area: 65 sqm
low floor: low-rise building
facing direction: South
fully furnished: new furniture
open and fully equipped kitchen
full set of electrical appliances
foreign freehold quota is available",147445.0,0.0,2.51,4.74,-11.55,2.0,2.0,65.0,8.0,1.0,2012.0,1,1,1,1,1,0,1,0,0,0,0,0,480.0,530.0,1,1
Sukhumvit Casa,"Soi Saen Samran, Khlong Toei, Bangkok 10110",Khlong Toei,19500000.0,This large condo near the park is available in the Sukhumvit Casa condominium on Sukhumvit 10 near BTS Nana,"this Bangkok condo features a large size and 2 balconies
large living room
3-bedroom
3-bathrooms
maids’ quarter
2 balconies with amazing peaceful lake, garden, and city views
area: 200 sqm
high floor: 15+
facing direction: South and West with an amazing view of the park, lake, and Bangkok city
fully furnished
fully equipped kitchen
full set of electrical appliances
a new owner may require renovation
foreign freehold quota",89107.0,0.0,-6.44,4.04,-0.66,3.0,3.0,200.0,20.0,1.0,1991.0,1,1,1,1,1,0,1,0,0,0,0,0,600.0,1300.0,1,0
Trapezo Sukhumvit 16,"298 Soi Sukhumvit 16, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,5400000.0,This nice 1-bedroom condo in a low-rise project is available now in Trapezo Sukhumvit 16 condominium,"modern condo in a low-rise condominium
new apartment - nobody lived before
1-bedroom
1-bathroom
balcony
area: 42.06 sqm
facing direction: South
car parking slot
fully furnished: nice decoration
fully equipped kitchen
full set of electrical appliances: flat TV, refrigerator, washing machine, microwave
foreign freehold ownership quota",148360.0,0.0,14.57,4.76,-4.85,1.0,1.0,42.06,7.0,1.0,2014.0,1,1,1,1,1,0,1,1,0,0,0,1,1400.0,1700.0,0,0
President Park Sukhumvit 24,"370-709 Soi Sukhumvit 22, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,15000000.0,A large Bangkok condo with a river view is available in President Park Sukhumvit 24 condominium,"this Bangkok condo features a large living room and fantastic river and city views
the new owner will be able to make a terrace
this large Bangkok condo requires complete renovation
this is the cheapest offer for the President Park condominium
3-bedroom
3-bathroom
maids' quarter with service balcony
high floor: 20+
facing direction: West with a nice river view of Bangkok
unfurnished
foreign freehold ownership quota is available",77068.0,0.0,-1.83,4.05,-2.62,3.0,3.0,223.0,11.0,1.0,1996.0,1,1,1,1,1,0,1,0,0,0,1,1,1200.0,1400.0,0,0
The Room Sukhumvit 21,"Thanon Asok Montri, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,10955508.0,"The Room Sukhumvit 21 Asoke is a condo for sale in Bangkok near Srinakharinwirot University that was developed by Land & Houses PCL and completed in 2012.
This Bangkok condominium comprises a single building, having 213 apartments on 33 floors. Land area: 2,864 m2
Apartment types:","unit types: studio - 3-bedroom
unit sizes: 38-123 sqm",179946.0,0.0,6.21,4.23,11.21,1.0,1.0,88.53,33.0,1.0,2013.0,1,1,1,1,1,0,1,1,0,1,0,1,570.0,1300.0,1,0
Walden Asoke,"122-124 Soi Sukhumvit 23, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,6300000.0,This new modern condo on Sukhumvit 23 is available now at a discounted price at Walden Asoke condominium located near Srinakharinwirot University in Prasarnmit Bangkok,"living area with a sliding glass wall separating the living room and the bedroom
1-bedroom
1-bathroom
balcony
the low floor in a low-rise building
facing direction: North
fully fitted and not furnished
foreign freehold quota is available",190747.0,0.0,0.0,0.0,,1.0,1.0,34.79,8.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,0,0,1,840.0,2300.0,1,0
Quattro by Sansiri,"122/2 Soi Thong Lo 4, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,22000000.0,This luxury renovated condo is available in Quattro by Sansiri Thonglor condominium in Bangkok CBD,"this luxury condo was recently renovated and equipped with built-in furniture
this luxury condo is a corner unit
2-bedroom
2-bathroom
balcony
high floor
facing direction: South-East with a beautiful view of Bangkok
open and fully equipped kitchen
full set of electrical appliance
foreign freehold ownership quota is available",245880.0,0.0,0.25,4.08,3.72,2.0,2.0,81.62,36.0,2.0,2012.0,1,1,1,1,1,0,1,1,0,0,0,1,730.0,3000.0,1,0
The Master Centrium Asoke - Sukhumvit,"Sukhumvit 21 Soi 1, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,18000000.0,This large duplex condo in Asoke is available for sale now in The Master Centrium Sukhumvit condominium near BTS Asoke and MRT Sukhumvit,"this condo is a duplex unit - with 2 levels
3-bedroom and a study room
3 bathroom
2 balconies of a good size
maid area with a separate entrance
stock area
high floor: 15+
facing direction: West with a nice unblocked greenery view
separated fully equipped kitchen
partially furnished: may require some cosmetic renovation.
including electrical appliances
foreign freehold ownership quota",118751.0,0.0,2.33,4.23,-13.43,3.0,3.0,155.0,27.0,1.0,2007.0,1,1,1,1,1,0,1,0,0,1,0,1,340.0,1600.0,1,0
Rende Sukhumvit 23,"Soi Prasanmit, Khlong Tan Nuea, Vadhana, Bangkok 10110",Watthana,10382610.0,"Rende Sukhumvit 23 Asoke condo for sale in Bangkok is a low-rise apartment building located in Asoke in Prasanmit Road near Srinakharinwirot University in a quiet yet central location only a step away from the prime Sukhumvit area in Central Bangkok. Rende Sukhumvit 23 was completed in 2013.
Rende Sukhumvit 23 Bangkok condo offers a choice of 50 various size units on 8 floors:","1 bedroom: 34 -82 Sq M
2 bedroom: 74 Sq M",140868.0,0.0,-7.38,5.22,-6.84,1.0,1.0,87.74,8.0,1.0,2013.0,1,1,1,1,1,0,1,0,0,0,0,0,630.0,2000.0,1,0
Lumpini Suite Sukhumvit 41,"2/53 Soi Sukhumvit 41, Khwaeng Khlong Tan Nuea, Khet Watthana",Khlong Toei,8444164.0,"Lumpini Suite Sukhumvit 41 condo for sale in Bangkok CBD was built in 2005 by LPN Development PCL.
This condo in Phrom Phong comprises two buildings of 9 floors, having 159 apartments.
Developer: LPN Development PCL, also known as a developer behind Lumpini Suite Phetchaburi-Makkasan Condominium, Lumpini Place Rama 9 - Ratchada Condominium, and many others.",Type of apartments:,116672.0,0.0,1.85,4.89,-7.95,1.0,1.0,94.18,9.0,2.0,2005.0,1,1,1,1,1,1,1,0,0,0,0,1,370.0,2700.0,1,0
Prestige Towers,"Soi Prasanmit, Khlong Tan Nuea, Vadhana, Bangkok 10110",Watthana,15164554.0,Prestige Towers Sukhumvit 23 condo for sale in Bangkok near Srinakharinwirot University was built in 1994.,"This Prasanmit condo for sale consists of 2 residential buildings, while the tallest one has 26 floors.
There are 112 large apartments in the Prestige Towers condo for sale in Asoke
Apartment types:",68153.0,0.0,-0.42,4.16,21.65,1.0,1.0,280.55,26.0,2.0,1994.0,1,1,1,1,1,1,1,0,1,0,0,1,590.0,1800.0,1,0
Windsor Tower,"Sukhumvit 20, Khlong Toei, Bangkok 10110",Khlong Toei,44506173.0,Windsor Tower Sukhumvit 20 condo for sale in Bangkok was built in 1996.,"This Bangkok apartment building is located on Sukhumvit 20 in the heart of Bangkok Central Business District.
Windsor Tower condo for sale in Bangkok comprises a single building with 50 spacious units on 32 floors.
Apartment types:",84261.0,0.0,3.51,2.96,-6.73,1.0,1.0,527.36,32.0,1.0,1996.0,1,1,1,1,1,1,1,0,1,1,1,1,740.0,2000.0,1,0
Saranjai Mansion,"Sukhumvit Soi 6, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,5500000.0,This affordable condo on Sukhumvit 6 near BTS Nana is available now in Saranjai Mansion in Bangkok CBD,"this cheap condo is a corner unit and features an unblocked city view
2-bedroom
2-bathroom
2 balconies - in every bedroom
area: 78.24 sqm
mid-floor: 12+
facing direction: West
fixed car parking slot
fully furnished
fully equipped kitchen
set of electrical appliances including flat TV, refrigerator and washing machine
foreign freehold ownership quota is available",86923.0,0.0,7.11,4.35,-6.8,2.0,2.0,78.24,23.0,1.0,1992.0,1,1,1,1,1,0,1,0,0,1,0,0,270.0,820.0,1,1
Noble Recole,"77 Soi Sukhumvit 19, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,10458985.0,"Noble Recole Sukhumvit 19 luxury Bangkok condo for sale near Asoke BTS was developed in 2018 by Noble Development PCL.
The same developer also built Noble Be19 Sukhumvit 19 luxury condo for sale, Noble Ploenchit Bangkok luxury condo for sale, and many other projects in Bangkok.
EXPLORE LIMITLESSLY
Meet every aspect of life. Enjoy a variety of lifestyles. Whatever you demand from life, find it immediately.
This Asoke apartment building includes 288 apartments located on 28 floors.
Project area: 1-2-28 Rais (4,892 sqm)
Apartment types:","1 Bedroom : 34 - 45 sq.m.
2 Bedroom : 62 - 70 sq.m.",223054.0,0.0,0.06,3.81,1.43,1.0,1.0,64.12,28.0,1.0,2018.0,1,1,1,1,1,1,1,1,0,0,0,0,730.0,1800.0,1,0
Walden Asoke,"122-124 Soi Sukhumvit 23, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,5990000.0,This new modern condo in Asoke is available now at a discounted price at Walden condominium located on Sukhumvit 23 near Srinakharinwirot University in Prasarnmit Bangkok,"living area with a sliding glass wall separating the living room and the bedroom
1-bedroom
1-bathroom
balcony
the low floor in a low-rise building
facing direction: North
fully fitted and not furnished
foreign freehold quota is available",190747.0,0.0,0.0,0.0,,1.0,1.0,30.77,8.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,0,0,1,840.0,2300.0,1,0
Kraam Sukhumvit 26,"30 Soi Sukhumvit 26, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,31214303.0,"Kraam Sukhumvit 26 luxury condo for sale near BTS Phrom Phong is a high-rise high-standard apartment building located near the Emporium shopping mall.
Kraam Sukhumvit 26 was built by NYE Estate in 2019. It comprises a single building having 128 apartments on 29 floors.
Types of luxury apartments for sale","1-bedroom: 61 sqm
2-bedroom: 100- 122 sqm
3-bedroom: 174 - 178 sqm
penthouse: 228 sq.m",308869.0,0.0,2.47,3.0,-19.81,1.0,1.0,129.17,29.0,1.0,2019.0,1,1,1,1,1,1,1,1,0,0,0,0,560.0,2100.0,1,0
Royce Private Residences,"61 Soi Sukhumvit 31, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,28160506.0,"Royce Private Residences Sukhumvit 31 luxury Bangkok condo for sale on Sukhumvit 31 was constructed in 2012 by Major Development PCL.
This luxury Bangkok condo for sale consists of 2 apartment buildings, while the tallest one has 39 floors.","There are 161 larger apartments in Royce Private Residences condo for sale
Royce Private Residences' luxury condo for sale in Bangkok is located in Asoke, in the heart of the Business Center in Bangkok, and still in the quieter part of Asoke. Located only 750 meters away from Asoke BTS and Sukhumvit MRT stations on Sukhumvit road, Royce Private Residences condominium offers convenience and comfort of life with easy access to the highway and a quick 30-minute drive to Suvarnabhumi International airport. It is surrounded by a variety of restaurants, bars, and shopping outlets in the Asoke area.
Apartment types:",215496.0,0.0,2.53,4.05,4.15,1.0,1.0,202.32,39.0,2.0,2012.0,1,1,1,1,1,0,1,1,1,0,1,1,1100.0,2100.0,0,0
The Room Sukhumvit 69,"1579 Sukhumvit Road, Khwaeng Phra Khanong Nuea, Khet Watthana",Khlong Toei,7800000.0,This well-maintained condo near BTS Phra Khanong is available now in luxury The Room Sukhumvit 69 condominium on Sukhumvit Road in Bangkok CBD,"this condo property features a good-sized living room and custom furniture made of teak wood
1-bedroom
1-bathroom
ceilings: 170 cm
balcony
mid-floor: 10+
facing direction:",185714.0,6.91,0.12,5.54,31.64,1.0,1.0,44.68,27.0,1.0,2014.0,1,1,1,1,1,1,1,1,0,0,0,0,190.0,1400.0,1,0
Hyde Sukhumvit 13,"1/444 Soi Sukhumvit 13, Khwaeng Khlong Toei Nuea, Khet Watthana",Khlong Toei,18277746.0,Hyde Sukhumvit 13 Nana luxury condo in Bangkok is a high-rise apartment project that was constructed in 2016 by Grande Asset Hotels & Properties.,"This Bangkok condominium near Nana BTS is a unique 40-story mixed-use luxury residential building coupled with a 21-story Hyatt Regency Bangkok Sukhumvit and a retail complex. Such a concept provides a unique quality of life for Bangkok downtown residents, giving them unique choices for living, dining, shopping, and entertaining literally right on their doorsteps.
Hyde Sukhumvit Bangkok condominium has direct access to BTS Nana station.
Facilities at Hyde Sukhumvit 13 Nana luxury Bangkok condo for sale
Hyde Sukhumvit 13 has a great variety of modern facilities including",204488.0,0.0,1.03,3.96,3.53,1.0,1.0,132.27,40.0,3.0,,1,1,1,1,1,1,1,1,1,1,1,1,360.0,1100.0,1,0
KHUN by YOO inspired by Starck,"139 Soi Sukhumvit 55, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,26942463.0,"KHUN by YOO Thonglor luxury condo for sale in Bangkok near BTS Thong Lo was built by Sansiri PCL in 2020.
The brand new super-luxury condominium inspired by Starck is located on Thong Lo soi 12, the heart of Bangkok’s most celebrated neighborhood. KHUN by YOO is Sansiri's first branded condominium with international design company YOO and brings luxury, convenience, and extraordinary design to the most sought-after and vibrant areas of Bangkok. Khun is ready to welcome YOO to Thong Lo.
This luxury condominium comprises a single building with 148 luxurious apartments on 27 floors.
Room types","1-bedroom, 1-bathroom: 41.50 - 53.50 sqm
2-bedroom, 2-bathroom: 82 - 97.75 sqm
3-bedroom, 2-bathroom: 139.25 - 149.75 sqm
penthouses: 294 - 302.75 sqm",428041.0,0.0,-11.55,3.76,-1.4,1.0,1.0,103.16,27.0,1.0,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0
Walden Asoke,"122-124 Soi Sukhumvit 23, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,13450000.0,This new duplex condo on Sukhumvit 23 is available now in Walden Asoke low-rise condominium in Bangkok CBD.,"this luxury condo unit is a loft (MOFT) unit with a 2nd living room of 23.93 sqm located on the 2nd level
area of title deed id only for the 1st level
living room with high ceilings
2-bedroom
2-bathroom
balcony
facing direction: West
built-in wardrobes
low-floor - low-rise building
fully fitted - not furnished
foreign freehold quota is available",190747.0,0.0,0.0,0.0,,2.0,2.0,73.25,8.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,0,0,1,840.0,2300.0,1,0
Le Nice Ekamai,"Soi Ekkamai, Phra Khanong Nuea, Vadhana, Bangkok 10110",Watthana,6000000.0,This Bangkok condo in Ekkamai for sale is available now in Le Nice condominium on Sukhumvit 63.,"this Bangkok apartment in Sukhumvit 63 (Ekkamai) is available for sale for a very good price
2-bedroom
2-bathroom: 1 - with bathtub
balcony
area: 64 sqm
low-rise building - low floor
facing direction: south
fixed car parking slot
fully furnished
fully equipped kitchen
full set of electrical appliances
foreign freehold quota is available for this Bangkok condo",109475.0,0.0,-1.24,5.61,5.13,2.0,2.0,67.0,8.0,1.0,2010.0,1,1,1,1,1,0,1,1,1,0,0,0,770.0,2600.0,1,0
Siam Penthouse 1,"51 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,14500000.0,This Bangkok apartment with large balconies and 4 bedrooms is available now in Siam Penthouse 1 Condominium near BTS Nana,"this Bangkok condo features 3 balconies: two of them are larger in size
this Bangkok apartment is a combined unit: that comprises 2 apartments
4-bedroom
4-bathroom
3-balconies
area: 160 sqm
2 fixed car parking slots
fully furnished and well-maintained by the owner
separated and fully equipped kitchen
full set of electrical appliances",83590.0,0.0,-4.48,4.39,12.09,4.0,4.0,160.0,10.0,4.0,1982.0,1,0,1,1,1,0,1,1,0,0,0,0,360.0,1200.0,1,0
The Nest Ploenchit,"Soi Nai Loet, Lumphini, Pathum Wan, Bangkok 10110",Watthana,5500000.0,This cheap Bangkok condo near BTS Ploenchit is available for sale in The Nest Ploenchit condominium in Bangkok CBD,"this cheap Bangkok apartment is located in a low-rise condominium located only 400 m from BTS Ploenchit
1-bedroom
1-bathroom with separated bathtub and shower
balcony
area: 44.77 sqm
low floor: low-rise building
facing direction: Noth with a greenery view
fully furnished
fully equipped kitchen
full set of electrical appliances
foreign freehold quota is available",147445.0,0.0,2.51,4.74,-11.55,1.0,1.0,44.77,8.0,1.0,2012.0,1,1,1,1,1,0,1,0,0,0,0,0,480.0,530.0,1,1
The Lofts Ekkamai,"1413 Sukhumvit Road, Phra Khanong Nuea, Watthana, Bangkok 10110",Khlong Toei,10020339.0,"The Lofts Ekkamai Sukhumvit is a luxury Bangkok condo for sale that was developed by Raimon Land and completed in 2017.
Raimond Land is also known as the developer of The Lofts Asoke Sukhumvit 21, The Diplomat 39 Phrom Phong, and many other luxury condominiums in Bangkok.
This luxury Sukhumvit condominium comprises a single building, having 263 units on 28 floors.
Project Area: 13,721 sqm
Think of the Meatpacking District in Manhattan, Soho in London, or Omotesando in Tokyo. Think cool and fashionable. Think dynamic and unique.
Taking inspiration from the vibrant districts of capitals around the globe, The Lofts Ekkamai’s industrial attic rooms are a mix of smooth design, effortless functionality, and artistic beauty. With a warehouse-style inspiration, you’ll enjoy ample space with floor-to-ceiling glass illuminating your life, giving you an unobstructed window to the scintillating city skyline.
Spacious external living areas permit your own unique and spectacular view. Interiors crafted with exceptional materials ensure the life you lead is unique, comfortable, and hip
Apartment types",,192794.0,0.0,-0.23,4.43,1.86,1.0,1.0,62.29,28.0,1.0,2016.0,1,1,1,1,1,1,1,1,0,0,0,0,330.0,2200.0,1,0
The Prime 11,"20 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,11264249.0,"The Prime 11 Sukhumvit 11 condo for sale in Nana was developed by Fragrant Property in 2009.
There are 212 apartments on 31 floors of this Bangkok condo for sale in Nana.
Loved by locals and tourists alike, Sukhumvit Soi 11 offers a great choice of places for dining, entertainment, and shopping - all within just a few minutes of walking distance. The Prime 11 condominium is located here.
The common areas are very nicely decorated and designed. The lobby is open 24 /7 with juristic staff serving residents. Condominium combines international expertise with Thai knowledge of creating a ""masterpiece condominium”.
Types of apartments","Studio (34-35 sq.m)
1 Bedroom (46 sq.m.)
2 Bedrooms (80-94.5 sq.m)
3 Bedrooms (124 sq.m)
Penthouse (221-353 sq.m)",116051.0,0.0,-14.57,4.83,-5.66,1.0,1.0,127.78,32.0,1.0,2009.0,1,1,1,1,1,1,1,1,0,1,1,1,520.0,1200.0,1,0
Walden Asoke,"122-124 Soi Sukhumvit 23, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,12850000.0,This new duplex condo on Sukhumvit 23 is available now in Walden Asoke low-rise condominium in Bangkok CBD.,"this luxury condo unit is a loft (MOFT) unit with a 2nd living room of 21.63 sqm located on the 2nd level
area of title deed id only for the 1st level
living room with high ceilings
2-bedroom
2-bathroom
balcony
facing direction: West
built-in wardrobes
low-floor - low-rise building
fully fitted - not furnished
foreign freehold quota is available",190747.0,0.0,0.0,0.0,,2.0,2.0,70.1,8.0,1.0,2020.0,1,1,1,1,1,0,1,1,1,0,0,1,840.0,2300.0,1,0
